Reviewed	Classification	Entry	Title	PDB chain IDs
FALSE	4.4	O54161	Extracellular exo-alpha-L-arabinofuranosidase OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) OX=100226 GN=abfB PE=1 SV=1	3wmyA,3wmzA,3wn0A,3wn1A,3wn2A
FALSE	3.2	Q9EQU3	Toll-like receptor 9 OS=Mus musculus OX=10090 GN=Tlr9 PE=1 SV=3	3wpfA,3wpgA,3wphA,3wpiA,5zlnA,5zlnB
FALSE	4.1	F5HR99	Endoglucanase OS=Streptomyces thermolilacinus OX=285540 PE=1 SV=1	3wsuA,3wsuB,4y7eA,4y7eB
FALSE	3.3	N0DKS8	Sodium pumping rhodopsin OS=Dokdonia eikasta OX=308116 GN=NaR PE=1 SV=1	3x3bA,3x3cA,4xtlA,4xtnA,4xtnB,4xtnC,4xtnD,4xtnE,4xtnF,4xtnG,4xtnH,4xtnI,4xtnJ,4xtoA,4xtoB,4xtoC,4xtoD,4xtoE,5jrfA,6rewA,6rewB,6rewC,6rewD,6rewE,6rexA,6rexB,6rexC,6rexD,6rexE,6rezA,6rezB,6rezC,6rezD,6rezE,6rf0A,6rf0B,6rf0C,6rf0D,6rf0E,6rf1A,6rf1B,6rf1C,6rf1D,6rf1E,6rf3A,6rf3B,6rf3C,6rf3D,6rf3E,6rf4A,6rf4B,6rf4C,6rf4D,6rf4E,6rf5A,6rf6A,6rf7A,6rf9A,6rfaA,6rfbA,6rfcA,6tk1A,6tk2A,6tk3A,6tk4A,6tk5A,6tk6A,6tk7A,6xytA,6xytB,6xytC,6xytD,6xytE,6ybyA,6ybzA,6ybzB,6ybzC,6ybzD,6ybzE,6yc0A,6yc0B,6yc0C,6yc0D,6yc0E,6yc1A,6yc1B,6yc1C,6yc1D,6yc1E,6yc2A,6yc2B,6yc2C,6yc2D,6yc2E,6yc3A,6yc3B,6yc3C,6yc3D,6yc3E,6yc4A,6yc4B,6yc4C,6yc4D,6yc4E,6yt4A,6yt4B,6yt4C,6yt4D,6yt4E
FALSE	3.3	O88448	Kinesin light chain 2 OS=Mus musculus OX=10090 GN=Klc2 PE=1 SV=1	3zfwA,3zfwB,5fjyA,5fjyB,5fjyC,6ejnA,6ejnB
FALSE	5.4	P33896	Interferon alpha/beta receptor 1 OS=Mus musculus OX=10090 GN=Ifnar1 PE=1 SV=2	3wcyA
FALSE	4.5	A0A0H2ZNL3	UDP-N-acetylglucosamine 1-carboxyvinyltransferase OS=Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466) OX=373153 GN=murA1 PE=1 SV=1	3zh3A
FALSE	4.5	B1IBM3	UDP-N-acetylglucosamine 1-carboxyvinyltransferase OS=Streptococcus pneumoniae (strain Hungary19A-6) OX=487214 GN=murA1 PE=1 SV=1	3zh4A
FALSE	3.3	G5ECF1	Nonsense-mediated mRNA decay protein OS=Caenorhabditis elegans OX=6239 GN=smg-5 PE=1 SV=1	3zheA,3zheC
FALSE	3.3	Q9H9S4	Calcium-binding protein 39-like OS=Homo sapiens OX=9606 GN=CAB39L PE=1 SV=3	3zhpA,3zhpB
FALSE	3.3	Q75E93	AAR187Cp OS=Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) OX=284811 GN=AGOS_AAR187C PE=1 SV=1	3zikA,3zikB,3zilA
FALSE	3.3	O94556	Anaphase-promoting complex subunit 8 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cut23 PE=1 SV=2	3zn3A,5ftpA,5ftpB
FALSE	3.2	Q5I2M5	Toll-like receptor 9 OS=Bos taurus OX=9913 GN=TLR9 PE=1 SV=1	3wpeA,5y3mA,5y3mB
FALSE	3.3	Q13325	Interferon-induced protein with tetratricopeptide repeats 5 OS=Homo sapiens OX=9606 GN=IFIT5 PE=1 SV=1	3zgqA,4hoqA,4horA,4hosA,4hotA,4j0uA
FALSE	3.2	Q9HCJ2	Leucine-rich repeat-containing protein 4C OS=Homo sapiens OX=9606 GN=LRRC4C PE=1 SV=1	3zyjA,3zyjC
FALSE	3.2	P0C192	Leucine-rich repeat-containing protein 4B OS=Mus musculus OX=10090 GN=Lrrc4b PE=1 SV=1	3zynA,3zynB,3zyoA
FALSE	4.2	P03748	Tail fiber protein OS=Escherichia phage T7 OX=10760 GN=17 PE=1 SV=1	4a0tA,4a0tB,4a0tC,4a0uA,4a0uB,4a0uC
FALSE	4.9,3.4,4.3	O18423	Lysenin OS=Eisenia fetida OX=6396 PE=1 SV=1	3zx7A,3zxdA,3zxdB,3zxdC,3zxdD,3zxgA,3zxgB,5ec5A,5ec5B,5ec5C,5ec5D,5ec5E,5ec5F,5ec5G,5ec5H,5ec5I,5ec5J,5ec5K,5ec5L,5ec5M,5ec5N,5ec5O,5ec5P,5ec5R,5ec5S,5gaqA,5gaqB,5gaqC,5gaqD,5gaqE,5gaqF,5gaqG,5gaqH,5gaqI
FALSE	3.2	Q9WYR4	Pectate trisaccharide-lyase OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) OX=243274 GN=pelA PE=1 SV=1	3zscA
FALSE	4.4,4.9	P84193	Aldos-2-ulose dehydratase OS=Phanerochaete chrysosporium OX=5306 PE=1 SV=3	4a7kA,4a7yA,4a7zA
FALSE	4.1	Q8U092	N-(5'-phosphoribosyl)anthranilate isomerase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=trpF PE=1 SV=1	4aajA
FALSE	3.1	Q8DQ18	Bifunctional protein GlmU OS=Streptococcus pneumoniae (strain ATCC BAA-255 / R6) OX=171101 GN=glmU PE=1 SV=2	4aawA,4ac3A
FALSE	4.4	Q13216	DNA excision repair protein ERCC-8 OS=Homo sapiens OX=9606 GN=ERCC8 PE=1 SV=1	4a11B,6fcvB
FALSE	4.4	P78972	WD repeat-containing protein slp1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=slp1 PE=1 SV=1	4aezA,4aezD,4aezG
FALSE	4.4	Q89YR8	Two-component system sensor histidine kinase/response OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) OX=226186 GN=BT_4663 PE=1 SV=1	4a2lA,4a2lB,4a2lC,4a2lD,4a2lE,4a2lF,4a2mA,4a2mB,4a2mC,4a2mD
FALSE	4.4	P63244	Receptor of activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=3	4aowA,4aowB,4aowC,4ug0Sg,4v6xAg,5a2qg,5aj0Bg,5flxg,5lksSg,5oa3g,5t2cAI,5vycg1,5vycg2,5vycg3,5vycg4,5vycg5,5vycg6,6ek0Sg,6fecm,6g18g,6g51g,6g53g,6g5hg,6g5ig,6ip53F,6ip63F,6ip83F,6oleSg,6olfSg,6olgBg,6oliSg,6olzBg,6om0Sg,6om7Sg,6qzpSg,6y0gSg,6y2lSg,6y57Sg,6z6lSg,6z6mSg,6z6nSg,6zlwj,6zm7Sg,6zmeSg,6zmiSg,6zmoSg,6zmtj,6zn5j,6zojg,6zolg,6zonV,6zp4V,6zvhg
FALSE	4.4	Q4WW81	Fucose-specific lectin OS=Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) OX=330879 GN=fleA PE=1 SV=1	4agiA,4agiB,4agiC,4agiD,4agtA,4agtB,4ah4A,4ah4B,4ahaA,4ahaB,4c1yA,4c1yB,4c1yC,4c1yD,4d4uA,4d4uB,4d52A,4d52B,4d52C,4d52D,4uouA,4uouB,4uouC,4uouD
FALSE	3.3	I6L8L5	TAF6 OS=Antonospora locustae OX=278021 PE=1 SV=1	4atgA
FALSE	4.4	Q6CN23	SVP1-like protein 2 OS=Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) OX=284590 GN=HSV2 PE=1 SV=1	4av8A,4av9A,4exvA,4v16A
FALSE	3.2	P0DQD3	Internalin B OS=Listeria monocytogenes serotype 1/2a (strain EGD / Mackaness) OX=1334565 GN=inlB PE=1 SV=1	4aw4A,4aw4B,4aw4C,6dbfA,6u12A
FALSE	3.2	Q9NR97	Toll-like receptor 8 OS=Homo sapiens OX=9606 GN=TLR8 PE=1 SV=1	3w3gA,3w3gB,3w3jA,3w3jB,3w3kA,3w3kB,3w3lA,3w3lB,3w3lC,3w3lD,3w3mA,3w3nA,3w3nB,3wn4A,4qbzA,4qbzB,4qc0A,4qc0B,4r07A,4r07B,4r07C,4r07D,4r08A,4r08B,4r08C,4r08D,4r09A,4r09B,4r09C,4r09D,4r0aA,4r6aA,4r6aB,5awaA,5awbA,5awcA,5awcB,5awcC,5awcD,5awdA,5az5A,5az5B,5az5C,5az5D,5hdhA,5wyxA,5wyxB,5wyzA,5wyzB,5z14A,5z14B,5z15A,5z15B,6kyaA,6kyaB,6ty5A,6ty5B,6v9uA,6v9uB
FALSE	4.4	Q2TBA0	Kelch-like protein 40 OS=Homo sapiens OX=9606 GN=KLHL40 PE=1 SV=2	4ascA
FALSE	4.1	Q8FNZ7	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395) OX=196164 GN=hisA PE=1 SV=1	4axkA,4axkB
FALSE	3.3,3.3	Q96NW4	Ankyrin repeat domain-containing protein 27 OS=Homo sapiens OX=9606 GN=ANKRD27 PE=1 SV=2	4b93B,4cymD,4cymE,4cymF,4cz2D,4cz2E,4cz2F
FALSE	4.4	P53197	APC/C activator protein CDH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDH1 PE=1 SV=1	4bh6A,4bh6B,4bh6C,4bh6D,4bh6E,4bh6F,4bh6G,4bh6H,5a31R
FALSE	4.2	C6KHT4	Factor H-binding protein OS=Neisseria meningitidis OX=487 GN=fhbP PE=1 SV=1	4aynA,4aynB
FALSE	3.4	Q5SBL9	Dextransucrase OS=Lactobacillus reuteri OX=1598 PE=1 SV=1	4amcA
FALSE	3.2	O75473	Leucine-rich repeat-containing G-protein coupled receptor 5 OS=Homo sapiens OX=9606 GN=LGR5 PE=1 SV=1	4bsrA,4bsrB,4bssA,4bssB,4bssE,4bssF,4bstA,4bstB,4bsuA,4bsuB,4bsuE,4bsuF,4kngA,4kngB,4ufrA,4ufrC,4ufsA
FALSE	4.2	E7F650	Avidin OS=Danio rerio OX=7955 GN=avd PE=1 SV=2	4bj8A,4bj8B,4bj8C,4bj8D,4bj8E,4bj8F,4bj8G,4bj8H,4bj8I,4bj8J,4bj8K,4bj8L,4bj8M,4bj8N,4bj8O,4bj8P
FALSE	3.3,3.3,3.3,3.3	P25655	General negative regulator of transcription subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC39 PE=1 SV=3	4b89A,4b8aA,4b8bA,4b8bB,4b8cB,4b8cG,4b8cH,4b8cI,4by6A,4by6D,4cv5A,4cv5C,5ajdA,5ajdC,5ajdE,5ajdG,5ajdI,5ajdK
FALSE	3.3	A0A0H2VDN9	Secretory immunoglobulin A-binding protein EsiB OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=esiB PE=1 SV=1	4bwrA
FALSE	3.4	E7FCY1	Centromere protein J OS=Danio rerio OX=7955 GN=cenpj PE=1 SV=1	4bxpA,4bxqA,4bxrA,4bxrB,4ld1A,4ld3A,4lzfA
FALSE	3.4	Q9VI72	Spindle assembly abnormal 4 OS=Drosophila melanogaster OX=7227 GN=Sas-4 PE=1 SV=2	4by2A,4by2B,4by2C,4mpzA
FALSE	4.4	O76728	Oligopeptidase B OS=Trypanosoma brucei brucei OX=5702 GN=opb PE=1 SV=1	4bp8A,4bp8B,4bp9A,4bp9B,4bp9C,4bp9D,4bp9E,4bp9F
FALSE	3.3	Q9Y5L0	Transportin-3 OS=Homo sapiens OX=9606 GN=TNPO3 PE=1 SV=3	4c0oA,4c0oB,4c0pA,4c0pB,4c0pC,4c0pD,4c0qA,4c0qB,4ol0B,6gx9A,6gx9B
FALSE	4.2	Q8AWD0	Voltage-dependent anion-selective channel protein 2 OS=Danio rerio OX=7955 GN=vdac2 PE=1 SV=1	4bumX
FALSE	3.3	P17883	Superkiller protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SKI3 PE=1 SV=2	4bujB,4bujF,5mc6i
FALSE	3.3,3.3,4.1,3.3	A5YKK6	CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2	4c0dA,4cqoA,4cqoC,4cruA,4crvA,4crwA,4ct4A,4ct4C,4ct6A,4ct7A,4gmjA,4gmjC,4gmjE,4gmlA,4gmlB,4gmlC,4gmlD,4gmlE,4gmlF,4j8sA,5anrA,5fu6A,5fu6D,5fu7A,5fu7E,5onaA,5onaD
FALSE	3.3,4.4	Q01454	DNA polymerase alpha-binding protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CTF4 PE=1 SV=2	4c8hA,4c8hB,4c8hC,4c8sA,4c8sB,4c8sC,4c93A,4c93B,4c93C,4c95A,4c95B,4c95C,5hogA,5hogB,5hogC,5hoiA,5hoiB,5hoiC,5nxqA,5nxqB,5nxqC,6ptjE,6ptjF,6ptjG,6ptnE,6ptnF,6ptnG,6ptoX,6ptoY,6ptoZ,6sklF,6sklG,6sklH
FALSE	4.4	P31386	Protein KTI13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATS1 PE=1 SV=2	4d4qA,4d4qB,4x33B
FALSE	4.2	Q48391	CymA protein OS=Klebsiella oxytoca OX=571 GN=cymA PE=1 SV=1	4d51A,4d5bA,4d5bB,4d5dA,4d5dB,4v3gA,4v3gB,4v3hA,4v3hB
FALSE	3.3	Q01484	Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=4	4d8oA,4rlvA,4rlyA,5y4dA,5y4eA,5y4eB,5y4fA,5y4fB,5yirC,5yirG,5yirH,5yisC,5yisD,6kzjA,6m3qE
FALSE	4.1	D0KT28	Orotidine 5'-phosphate decarboxylase OS=Saccharolobus solfataricus (strain 98/2) OX=555311 GN=pyrF PE=1 SV=1	4dbdA,4dbeA,4dbeB
FALSE	4.1	B1Y9Q9	Orotidine 5'-phosphate decarboxylase OS=Pyrobaculum neutrophilum (strain DSM 2338 / JCM 9278 / NBRC 100436 / V24Sta) OX=444157 GN=Tneu_0023 PE=1 SV=1	4df0A,4df0B,4df1A,4df1B
FALSE	3.1	Q8PXX8	ABC transporter, ATP-binding protein OS=Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) OX=192952 GN=MM_1088 PE=1 SV=1	4dn7A,4dn7B
FALSE	3.3	Q9HBA0	Transient receptor potential cation channel subfamily V member 4 OS=Homo sapiens OX=9606 GN=TRPV4 PE=1 SV=2	4dx1A,4dx1B,4dx2A,4dx2B
FALSE	4.1	A5KUH7	2-dehydro-3-deoxy-phosphogluconate aldolase OS=Vibrionales bacterium (strain SWAT-3) OX=391574 GN=VSWAT3_13722 PE=1 SV=1	4e38A,4e38B,4e38C,5im51,5im52,5im53,5im54,5im5L,5im5N,5im5P,5im5R,5im5T,5im5U,5im5V,5im5W,5im5X,5im5Y,5im5Z
FALSE	3.4	A0A0H2UP31	Putative pneumococcal surface protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=SP_0667 PE=1 SV=1	4cnlA
FALSE	3.2	Q8ABA0	Leucine-rich repeat protein OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) OX=226186 GN=BT_0210 PE=1 SV=1	4ecnA
FALSE	3.3	Q8C437	PEX5-related protein OS=Mus musculus OX=10090 GN=Pex5l PE=1 SV=2	4eqfA
FALSE	3.3,4.4	Q9UH77	Kelch-like protein 3 OS=Homo sapiens OX=9606 GN=KLHL3 PE=1 SV=2	4ch9A,4ch9B,4hxiA,5nkpA,5nkpB
FALSE	3.3	E5AV36	Burkholderia TALE-like protein 1 OS=Paraburkholderia rhizoxinica (strain DSM 19002 / CIP 109453 / HKI 454) OX=882378 GN=bat1 PE=1 SV=1	4cj9A,4cj9B
FALSE	3.3	Q6CII8	mRNA 3'-end-processing protein RNA14 OS=Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) OX=284590 GN=RNA14 PE=1 SV=1	4e6hA,4e85A,4e85B,4ebaA,4ebaB,4ebaC,4ebaD,4ebaE,4ebaF
FALSE	3.2	A7LUR6	Bacterial group 3 Ig-like protein OS=Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / NCTC 11153) OX=411476 GN=BACOVA_01565 PE=1 SV=1	4fdwA
FALSE	3.1	Q8Z9S7	Bifunctional protein GlmU OS=Yersinia pestis OX=632 GN=glmU PE=1 SV=1	4fceA
FALSE	3.2,4.1	Q3BQL2	Uncharacterized protein OS=Xanthomonas campestris pv. vesicatoria (strain 85-10) OX=316273 GN=XCV3220 PE=1 SV=1	4fc9A,4fc9B,4fc9C,4fcgA
FALSE	3.2	A5ZLA0	Bacterial group 3 Ig-like protein OS=Bacteroides caccae ATCC 43185 OX=411901 GN=BACCAC_03700 PE=1 SV=1	4fd0A
FALSE	4.4	O36030	Uncharacterized WD repeat-containing protein C4F10.18 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC4F10.18 PE=1 SV=1	4fhlA,4fhmA,4fhnA,4fhnC,4gq1A,4gq2P
FALSE	5.5	Q9NQS3	Nectin-3 OS=Homo sapiens OX=9606 GN=NECTIN3 PE=1 SV=1	4fomA
FALSE	3.3	Q7Z6M4	Transcription termination factor 4, mitochondrial OS=Homo sapiens OX=9606 GN=MTERF4 PE=1 SV=3	4fp9B,4fp9E,4fp9G,4fp9H,4fzvB
FALSE	4.4	O43044	Nucleoporin nup120 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=nup120 PE=1 SV=1	4fhmB,4fhnB,4fhnD,4gq2M
FALSE	3.2	A7M397	Uncharacterized protein OS=Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / NCTC 11153) OX=411476 GN=BACOVA_04585 PE=1 SV=1	4fs7A
FALSE	5.2,5.2	Q5HKE8	Accumulation associated protein OS=Staphylococcus epidermidis (strain ATCC 35984 / RP62A) OX=176279 GN=aap PE=1 SV=1	4fumA,4funA,4fuoA,4fupA,4fupB,5tu7A,5tu7B,5tu8A,5tu8B,5tu9A,5tu9B
FALSE	3.3	Q9NQG5	Regulation of nuclear pre-mRNA domain-containing protein 1B OS=Homo sapiens OX=9606 GN=RPRD1B PE=1 SV=1	4flaA,4flaB,4flaC,4flaD,4fu3A,4fu3B,4hfgA,4hfgB,4nadA,4nadB,4q94A,4q94B,4q96A,4q96B,4q96D,4q96E
FALSE	4.5	Q712I1	NikO protein OS=Streptomyces tendae OX=1932 GN=nikO PE=1 SV=1	4fqdA,4fqdB
FALSE	4.4	Q6NUD0	Methylosome protein 50 OS=Xenopus laevis OX=8355 GN=wdr77 PE=1 SV=1	4g56B,4g56D
FALSE	3.3	H2QII6	E3 SUMO-protein ligase RanBP2 OS=Pan troglodytes OX=9598 GN=RANBP2 PE=1 SV=1	4ga1A,4ga2A
FALSE	3.3,3.3	O16259	Stress-induced-phosphoprotein 1 OS=Caenorhabditis elegans OX=6239 GN=sti-1 PE=1 SV=1	4gcnA,4gcnB,4gcoA
FALSE	4.4,3.2,4.4,3.4,3.2	H6QM85	Neuraminidase OS=Influenza A virus (A/little yellow-shouldered bat/Guatemala/164/2009(H17N10)) OX=1129346 GN=NA PE=1 SV=1	4gdiA,4gdiB,4gdiC,4gdiD,4gdiE,4gdiF,4gezA,4gezB,4gezC,4gezD,4gezE,4gezF,4gezG,4gezH,4gezI,4gezJ,4gezK,4gezL
FALSE	4.1	A9CIT6	Dipeptide epimerase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu1648 PE=1 SV=1	4gfiA,4gfiB,4gfiC,4gfiD
FALSE	3.3	P09913	Interferon-induced protein with tetratricopeptide repeats 2 OS=Homo sapiens OX=9606 GN=IFIT2 PE=1 SV=1	4g1tA,4g1tB
FALSE	3.3	G0RZB7	CRM1_C domain-containing protein OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) OX=759272 GN=CTHT_0002400 PE=1 SV=1	4fgvA,4hzkA,4hzkB
FALSE	4.4	Q12834	Cell division cycle protein 20 homolog OS=Homo sapiens OX=9606 GN=CDC20 PE=1 SV=2	4ggaA,4ggcA,4ggdA,4ggdB,4n14A,5g04R,5khrR,5khuR,5khuS,5lcwQ,5lcwR,6f0xQ,6q6gR,6q6hR,6tljQ,6tljR
FALSE	4.2	Q89U61	Bll1558 protein OS=Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110) OX=224911 GN=bll1558 PE=1 SV=1	4ggrA,4ggtA,4ggtB,4ggzA,4ggzB,4ggzC,4ggzD
FALSE	3.2	P08571	Monocyte differentiation antigen CD14 OS=Homo sapiens OX=9606 GN=CD14 PE=1 SV=2	4glpA
FALSE	3.3	G0S5S6	Uncharacterized protein OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) OX=759272 GN=CTHT_0033460 PE=1 SV=1	4gmnA,4gmoA,5affA
FALSE	3.3	Q3ZD72	Hax3 OS=Xanthomonas campestris pv. armoraciae OX=329463 GN=hax3 PE=1 SV=1	4gg4A,4gjpA,4gjpB,4gjrA,4gjrB,4oshA,4oshB,4osiA,4osiB,4osjA,4osjB,4oskA,4oskB,4oslA,4oslB,4osmA,4osmB,4osqA,4osqB,4osrA,4osrB,4ossA,4ossB,4ostA,4ostB,4osvA,4osvB,4oswA,4oswB,4oszA,4oszB,4ot0A,4ot0B,4ot3A,4ot3B,4otoA,4otoB,6jtqA,6jtqB,6jvzA,6jvzB,6jw0A,6jw0B,6jw1A,6jw1B,6jw2A,6jw2B,6jw2E,6jw2H,6jw3A,6jw3B,6jw3E,6jw3H,6jw4A,6jw4B,6jw4E,6jw4H,6jw5A,6jw5B,6jw5E,6jw5H
FALSE	4.1	I2APN2	Triosephosphate isomerase OS=Leishmania sp. 'siamensis' OX=438838 GN=tim PE=1 SV=1	4gnjA,4gnjB,5cg7A,5cg7B
FALSE	4.4	Q9BQA1	Methylosome protein 50 OS=Homo sapiens OX=9606 GN=WDR77 PE=1 SV=1	4gqbB,4x60B,4x61B,4x63B,5c9zB,5emjB,5emkB,5emlB,5emmB,5fa5B,6ckcB,6k1sB,6rllB,6rlqB,6uxxB,6uxyB
FALSE	3.3	L7MTK7	Anti-ige inhibitor e2_79 OS=Escherichia coli OX=562 PE=1 SV=1	4grgA,4grgB
FALSE	2.2,3.4,2.2,3.4,3.4	P04506	Outer capsid protein sigma-1 OS=Reovirus type 1 (strain Lang) OX=10884 GN=S1 PE=1 SV=2	4gu3A,4gu3B,4gu3C,4gu4A,4gu4B,4gu4C,4odbA,4odbB,4odbC,4xc5A,4xc5B,4xc5C,5mhsA,5mhsB,5mhsC,6gajA,6gajB,6gajC,6gakA,6gakB,6gakC,6gaoA,6gaoB,6gaoC
FALSE	3.3	O34327	Response regulator aspartate phosphatase J OS=Bacillus subtilis (strain 168) OX=224308 GN=rapJ PE=1 SV=1	4gyoA,4gyoB
FALSE	3.2	A5Z5V6	SCP-like protein OS=Eubacterium ventriosum ATCC 27560 OX=411463 GN=EUBVEN_01088 PE=1 SV=1	4h09A,4h09B,4h09C,4h09D,4h09E
FALSE	4.4	Q64374	Regucalcin OS=Mus musculus OX=10090 GN=Rgn PE=1 SV=1	4gn7A,4gn7B,4gn8A,4gn8B,4gn9A,4gn9B,4gnaA,4gnaB
FALSE	3.3	F1SVL0	Topoisomerase V OS=Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938) OX=190192 GN=MK1436 PE=1 SV=1	4gfjA
FALSE	3.3	Q63ZY3	KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens OX=9606 GN=KANK2 PE=1 SV=1	4hbdA,5ybvA,5ybvB
FALSE	3.3	Q10567	AP-1 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP1B1 PE=1 SV=2	4hmyB,4p6zB,6cm9B,6criB,6criI,6criJ,6d83B,6d84B,6d84F,6dffB
FALSE	3.3	L7MTL1	dTale2 OS=Xanthomonas OX=338 PE=1 SV=1	4hpzA
FALSE	4.1	Q8AAM9	DUF5109 domain-containing protein OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) OX=226186 GN=BT_0435 PE=1 SV=1	4h41A,4h41B,4h41C
FALSE	4.4	P11655	Guanine nucleotide-exchange factor SEC12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC12 PE=1 SV=1	4h5iA,4h5iB,4h5jA,4h5jB
FALSE	3.3	Q66GI4	Proteinaceous RNase P 1, chloroplastic/mitochondrial OS=Arabidopsis thaliana OX=3702 GN=PRORP1 PE=1 SV=1	4g23A,4g24A,4g25A,4g26A,6bv5A,6bv6A,6bv8A,6bv9A,6lvrA,6lvrC
FALSE	4.4	A7LR39	IPT/TIG domain protein OS=Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / NCTC 11153) OX=411476 GN=BACOVA_00264 PE=1 SV=1	4hw6A,4hw6B,4hw6C,4hw6D
FALSE	4.4	Q68XJ3	Post-proline cleaving enzyme OS=Rickettsia typhi (strain ATCC VR-144 / Wilmington) OX=257363 GN=ppcE PE=1 SV=1	4hvtA
FALSE	3.3	P96649	Response regulator aspartate phosphatase I OS=Bacillus subtilis (strain 168) OX=224308 GN=rapI PE=1 SV=1	4i1aA,4i1aB
FALSE	3.3	G5EG62	TPR_REGION domain-containing protein OS=Caenorhabditis elegans OX=6239 GN=unc-45 PE=1 SV=1	4i2wA,4i2zA,5mzuA,6qdkA,6qdlA,6qdmA,6qdmB
FALSE	3.2	Q9UKT7	F-box/LRR-repeat protein 3 OS=Homo sapiens OX=9606 GN=FBXL3 PE=1 SV=1	4i6jB
FALSE	4.4	Q8NFH3	Nucleoporin Nup43 OS=Homo sapiens OX=9606 GN=NUP43 PE=1 SV=1	4i79A,4i79B,5a9q0,5a9q9,5a9qI,5a9qR
FALSE	4.4	O58323	Peptidase_S9 domain-containing protein OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=PH0594 PE=1 SV=1	4hxeB,4hxfB,4hxgA,4hxgB,4hxgC,4hxgD,4hxgE,4hxgF,4hxgG,4hxgH,4hxgI,4hxgJ,4hxgK,4hxgL
FALSE	3.4,4.4	B6A880	Toxin subunit YenB OS=Yersinia entomophaga OX=935293 GN=yenB PE=1 SV=1	4iglA,4iglC,5kisA
FALSE	3.4	B6A882	Toxin subunit YenC2 OS=Yersinia entomophaga OX=935293 GN=yenC2 PE=1 SV=1	4iglB,4iglD
FALSE	4.4	A7M066	Uncharacterized protein OS=Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / NCTC 11153) OX=411476 GN=BACOVA_03493 PE=1 SV=1	4irtA
